description,repo,time,type,users
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T14:14:03Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T09:40:24Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T09:26:52Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T09:05:59Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T09:05:17Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T08:57:07Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-08T08:19:25Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T14:46:27Z,IssueCommentEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T14:26:02Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T13:09:26Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T09:35:40Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T03:58:36Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T03:52:36Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-07T03:38:10Z,PushEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T14:11:10Z,IssuesEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T14:11:06Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T14:03:18Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T10:41:48Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T10:38:43Z,IssueCommentEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T09:49:35Z,IssuesEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T09:49:30Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T09:46:43Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T07:31:29Z,IssueCommentEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T07:25:22Z,IssueCommentEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T07:17:55Z,IssueCommentEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:45:49Z,IssuesEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:45:46Z,IssueCommentEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:44:45Z,IssuesEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:43:29Z,IssuesEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:41:40Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:38:01Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:31:59Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:24:14Z,PushEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:13:46Z,IssuesEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:13:44Z,IssueCommentEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T06:06:13Z,IssueCommentEvent,ChicoXYC
closed,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T05:04:43Z,IssuesEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T05:04:33Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-06T05:02:46Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T16:15:13Z,IssueCommentEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T15:24:52Z,IssueCommentEvent,ChicoXYC
,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T15:23:01Z,IssueCommentEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T15:20:34Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T14:28:10Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T14:11:11Z,PushEvent,ChicoXYC
,hupili/python-for-data-and-media-communication,2018-11-05T13:42:28Z,PullRequestEvent,ChicoXYC
https://api.github.com/repos/ChicoXYC/python-for-data-and-media-communication,ChicoXYC/python-for-data-and-media-communication,2018-11-05T13:38:49Z,PushEvent,ChicoXYC
https://api.github.com/repos/ChicoXYC/python-for-data-and-media-communication,ChicoXYC/python-for-data-and-media-communication,2018-11-05T13:14:18Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T12:24:44Z,PushEvent,ChicoXYC
https://api.github.com/repos/hupili/python-for-data-and-media-communication-gitbook,hupili/python-for-data-and-media-communication-gitbook,2018-11-05T12:12:25Z,PushEvent,ChicoXYC
https://api.github.com/repos/FLYSTEPHEN/HtmlNotes,FLYSTEPHEN/HtmlNotes,2018-12-16T12:44:24Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/htmlnotes,FLYSTEPHEN/htmlnotes,2018-12-16T12:43:39Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/PythonNotes,FLYSTEPHEN/PythonNotes,2018-12-16T12:40:12Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/COMM7780,FLYSTEPHEN/COMM7780,2018-12-16T12:33:08Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/Others-unaccomplished,FLYSTEPHEN/Others-unaccomplished,2018-12-16T12:21:55Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-data-assignments,FLYSTEPHEN/python-data-assignments,2018-12-16T12:21:42Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-jobs-description-keywords-frequency,FLYSTEPHEN/DJ-jobs-description-keywords-frequency,2018-12-16T12:21:31Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/colourful-world,FLYSTEPHEN/colourful-world,2018-12-16T12:21:20Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T12:19:29Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T12:18:36Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T12:15:20Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T12:10:13Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T12:04:28Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:55:43Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:49:21Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:45:28Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:45:07Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:44:47Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:43:09Z,PushEvent,FLYSTEPHEN
,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:43:08Z,PullRequestEvent,FLYSTEPHEN
,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:43:01Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/survival-guide-of-data-journalist,FLYSTEPHEN/survival-guide-of-data-journalist,2018-12-16T11:42:15Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:40:57Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/ConnorLi96/survival-guide-of-data-journalist,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:40:18Z,PushEvent,FLYSTEPHEN
,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:40:16Z,PullRequestEvent,FLYSTEPHEN
,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T11:40:08Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/survival-guide-of-data-journalist,FLYSTEPHEN/survival-guide-of-data-journalist,2018-12-16T11:24:11Z,PushEvent,FLYSTEPHEN
,ConnorLi96/survival-guide-of-data-journalist,2018-12-16T10:32:54Z,ForkEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T05:18:34Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T05:15:14Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-16T05:14:18Z,PushEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-12-16T04:42:33Z,IssueCommentEvent,FLYSTEPHEN
https://api.github.com/repos/ivyWANG958/WarAndPeace,ivyWANG958/WarAndPeace,2018-12-16T02:35:40Z,WatchEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T15:23:23Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T15:21:16Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T15:13:42Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T15:07:54Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T15:00:56Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T14:06:58Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T13:44:51Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T13:28:03Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T13:26:11Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T13:13:16Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T13:03:16Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T12:41:58Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T12:12:23Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T11:59:05Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T11:53:10Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T11:45:47Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T10:20:11Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T09:26:35Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T08:19:21Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T08:11:51Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T08:05:29Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T08:00:33Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-15T07:26:33Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T23:43:15Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T19:10:22Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T18:30:02Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T18:29:16Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T17:46:33Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T17:08:21Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T17:00:04Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T16:37:23Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T16:20:32Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T16:07:32Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T16:04:51Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-insight,FLYSTEPHEN/DJ-insight,2018-12-14T15:52:36Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-Newweb,FLYSTEPHEN/DJ-Newweb,2018-12-14T15:50:44Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T13:50:28Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T13:43:43Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T12:57:20Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T12:15:26Z,PushEvent,FLYSTEPHEN
,FLYSTEPHEN/dj-investigation-web,2018-12-14T12:00:16Z,DeleteEvent,FLYSTEPHEN
,FLYSTEPHEN/dj-investigation-web,2018-12-14T12:00:15Z,DeleteEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:53:16Z,PushEvent,FLYSTEPHEN
,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:53:16Z,PullRequestEvent,FLYSTEPHEN
,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:53:09Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:51:12Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:34:26Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:33:45Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:31:06Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T11:25:31Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation-web,FLYSTEPHEN/dj-investigation-web,2018-12-14T10:44:55Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation,FLYSTEPHEN/dj-investigation,2018-12-14T10:43:27Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/dj-investigation,FLYSTEPHEN/dj-investigation,2018-12-14T10:43:26Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/big-road,FLYSTEPHEN/big-road,2018-12-14T09:53:06Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-data-assignments,FLYSTEPHEN/python-data-assignments,2018-12-14T08:58:20Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/colourful-world,FLYSTEPHEN/colourful-world,2018-12-14T04:59:27Z,CreateEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/colourful-world,FLYSTEPHEN/colourful-world,2018-12-13T19:30:13Z,CreateEvent,FLYSTEPHEN
,ConnorLi96/survival-guide-of-data-journalist,2018-12-07T09:52:58Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-07T09:52:49Z,PushEvent,FLYSTEPHEN
opened,hupili/python-for-data-and-media-communication-gitbook,2018-12-03T15:37:17Z,IssuesEvent,FLYSTEPHEN
,ConnorLi96/data-journalist-investigation,2018-12-03T15:09:09Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-03T15:08:11Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-data-assignments,FLYSTEPHEN/python-data-assignments,2018-12-02T16:02:47Z,PushEvent,FLYSTEPHEN
,ConnorLi96/data-journalist-investigation,2018-12-01T14:43:38Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-01T14:42:32Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-01T14:37:59Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-01T14:37:02Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-01T14:18:17Z,PushEvent,FLYSTEPHEN
,ConnorLi96/data-journalist-investigation,2018-12-01T05:09:34Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-12-01T05:09:02Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/Myexamples,FLYSTEPHEN/Myexamples,2018-12-01T01:05:55Z,CreateEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-11-30T16:49:27Z,IssueCommentEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-11-30T16:38:22Z,IssueCommentEvent,FLYSTEPHEN
opened,hupili/python-for-data-and-media-communication-gitbook,2018-11-30T15:43:09Z,IssuesEvent,FLYSTEPHEN
,ConnorLi96/data-journalist-investigation,2018-11-29T11:27:10Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-11-29T11:25:34Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-11-29T11:23:50Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/data-journalist-investigation,FLYSTEPHEN/data-journalist-investigation,2018-11-29T10:39:12Z,PushEvent,FLYSTEPHEN
,ConnorLi96/data-journalist-investigation,2018-11-29T10:33:16Z,ForkEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-28T02:07:43Z,PushEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-11-28T02:02:24Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-for-data-and-media-communication-gitbook,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-28T02:00:42Z,PushEvent,FLYSTEPHEN
,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-28T02:00:41Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-for-data-and-media-communication-gitbook,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-28T02:00:11Z,PushEvent,FLYSTEPHEN
,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-28T01:57:53Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-28T01:54:44Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-28T01:52:39Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-job-radar,FLYSTEPHEN/DJ-job-radar,2018-11-27T08:36:22Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-job-radar,FLYSTEPHEN/DJ-job-radar,2018-11-27T08:34:44Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/DJ-job-radar,FLYSTEPHEN/DJ-job-radar,2018-11-27T08:30:30Z,PushEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-11-27T08:27:28Z,IssueCommentEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-11-27T08:22:06Z,IssueCommentEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication,2018-11-27T08:17:42Z,IssueCommentEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication,2018-11-27T04:54:43Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-for-data-and-media-communication,FLYSTEPHEN/python-for-data-and-media-communication,2018-11-27T04:53:35Z,PushEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication,2018-11-27T04:49:43Z,ForkEvent,FLYSTEPHEN
,hupili/python-for-data-and-media-communication-gitbook,2018-11-27T04:35:49Z,PullRequestEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-for-data-and-media-communication-gitbook,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-27T04:29:53Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-for-data-and-media-communication-gitbook,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-27T04:29:09Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-27T04:28:56Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-27T04:24:46Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-27T04:20:32Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/examples,FLYSTEPHEN/examples,2018-11-27T04:16:20Z,PushEvent,FLYSTEPHEN
https://api.github.com/repos/FLYSTEPHEN/python-for-data-and-media-communication-gitbook,FLYSTEPHEN/python-for-data-and-media-communication-gitbook,2018-11-27T04:13:00Z,PushEvent,FLYSTEPHEN
